XCoord,YCoord,FID,OBJECTID,ED_ID,PD_NUMBER,PD_LABEL,ED_NAME_EN,ED_NAME_FR,SHAPE_LENG,SHAPE_AREA
1599913.83479814,5572560.83597978,1614,39474,46.000000,422.000000,422,Kingston and the Islands,Kingston et les Îles,300.084437,5411.058779
1594924.11154152,5573506.86618616,1615,39475,46.000000,409.000000,409,Kingston and the Islands,Kingston et les Îles,465.940608,11849.144885
1591929.52173439,5575176.62495669,1616,39476,46.000000,701.000000,701,Kingston and the Islands,Kingston et les Îles,343.398503,5655.993219
1594464.12172884,5574069.64842704,1617,39477,46.000000,709.000000,709,Kingston and the Islands,Kingston et les Îles,605.587425,19923.518241
1596496.20217262,5574140.82199897,1618,39478,46.000000,711.000000,711,Kingston and the Islands,Kingston et les Îles,1759.189837,130609.408850
1599788.20362397,5573865.98236356,1619,39479,46.000000,714.000000,714,Kingston and the Islands,Kingston et les Îles,315.752361,5655.670705
1594210.23254123,5574653.07209024,1620,39480,46.000000,706.000000,706,Kingston and the Islands,Kingston et les Îles,442.551227,10820.465703
1594109.62062288,5574596.08500669,1621,39481,46.000000,705.000000,705,Kingston and the Islands,Kingston et les Îles,541.411397,18248.842412
1595589.09703983,5573522.08779478,1622,39482,46.000000,710.000000,710,Kingston and the Islands,Kingston et les Îles,448.835841,12812.830837
1591019.02974053,5572727.14652155,1623,39483,46.000000,707.000000,707,Kingston and the Islands,Kingston et les Îles,850.989762,12945.867500
1599654.31838456,5572814.71062685,1624,39484,46.000000,716.000000,716,Kingston and the Islands,Kingston et les Îles,227.171616,2082.737460
1599544.93582615,5573445.37578205,1625,39485,46.000000,715.000000,715,Kingston and the Islands,Kingston et les Îles,469.139374,13706.038118
1599327.03329627,5575790.30760187,1626,39486,46.000000,402.000000,402,Kingston and the Islands,Kingston et les Îles,835.420089,32510.428218
1592044.19385243,5575240.57336579,1627,39487,46.000000,401.000000,401,Kingston and the Islands,Kingston et les Îles,410.588404,8960.333962
1596354.51047321,5573097.89561477,1628,39488,46.000000,30.000000,030,Kingston and the Islands,Kingston et les Îles,6789.923849,1307394.195720
1599664.17578891,5575700.13050326,1629,39489,46.000000,404.000000,404,Kingston and the Islands,Kingston et les Îles,601.774729,16615.432626
1597626.87740694,5574073.57858558,1630,39490,46.000000,417.000000,417,Kingston and the Islands,Kingston et les Îles,415.008393,9036.640746
1593843.85517441,5571592.33527520,1631,39491,46.000000,28.000000,028,Kingston and the Islands,Kingston et les Îles,6857.390588,2236534.983230
1592220.24180416,5574949.70454139,1632,39492,46.000000,702.000000,702,Kingston and the Islands,Kingston et les Îles,462.554696,13381.291443
1599793.20982750,5573867.51104005,1633,39493,46.000000,713.000000,713,Kingston and the Islands,Kingston et les Îles,1021.072924,27892.178284
1618395.70094000,5580480.43558650,1634,39494,46.000000,12.000000,012,Kingston and the Islands,Kingston et les Îles,29305.032680,44369474.551800
1593472.57635752,5573968.09420409,1635,39495,46.000000,17.000000,017,Kingston and the Islands,Kingston et les Îles,14013.371364,4214578.211330
1600070.87837801,5576464.75653663,1636,39496,46.000000,7.000000,007,Kingston and the Islands,Kingston et les Îles,19553.330922,7535838.979590
1596633.14876185,5574652.76397359,1637,39497,46.000000,22.000000,022,Kingston and the Islands,Kingston et les Îles,1348.328991,110935.938502
1590313.72365732,5576859.47608056,1638,39498,46.000000,2.000000,002,Kingston and the Islands,Kingston et les Îles,14736.453569,7629030.547150
1597396.61488282,5575874.61598688,1639,39499,46.000000,5.000000,005,Kingston and the Islands,Kingston et les Îles,14767.302976,5534626.777400
1598091.27594938,5573424.80352646,1640,39500,46.000000,32.000000,032,Kingston and the Islands,Kingston et les Îles,6401.939022,1360212.224110
1591575.45134735,5574568.31133152,1641,39501,46.000000,15.000000,015,Kingston and the Islands,Kingston et les Îles,5473.974439,824232.552079
1597166.99942587,5573550.02450591,1642,39502,46.000000,31.000000,031,Kingston and the Islands,Kingston et les Îles,3432.871795,532322.843979
1594590.60336522,5576327.66309085,1643,39503,46.000000,4.000000,004,Kingston and the Islands,Kingston et les Îles,11129.389198,5014392.186810
1592695.85855413,5574924.03634969,1644,39504,46.000000,16.000000,016,Kingston and the Islands,Kingston et les Îles,8644.245434,1613991.029050
1601739.21442342,5575548.63901901,1645,39505,46.000000,407.000000,407,Kingston and the Islands,Kingston et les Îles,1053.865259,44242.829911
1599997.99543509,5572724.15869896,1646,39506,46.000000,717.000000,717,Kingston and the Islands,Kingston et les Îles,203.225365,2535.196851
1601471.18686371,5576168.15633740,1647,39507,46.000000,704.000000,704,Kingston and the Islands,Kingston et les Îles,340.783704,6912.689415
1591435.10634362,5573468.92576077,1648,39508,46.000000,14.000000,014,Kingston and the Islands,Kingston et les Îles,9957.420158,1878106.293820
1599349.17494921,5573242.48823960,1649,39509,46.000000,35.000000,035,Kingston and the Islands,Kingston et les Îles,5496.978907,671924.503526
1599989.27061320,5573449.47553584,1650,39510,46.000000,36.000000,036,Kingston and the Islands,Kingston et les Îles,11469.571767,1927634.623670
1596550.62380095,5574916.89941244,1651,39511,46.000000,20.000000,020,Kingston and the Islands,Kingston et les Îles,13044.303059,4214948.101270
1593771.40813428,5573295.40745305,1652,39512,46.000000,708.000000,708,Kingston and the Islands,Kingston et les Îles,1227.973753,45589.244472
1592951.47763988,5575290.15432663,1653,39513,46.000000,703.000000,703,Kingston and the Islands,Kingston et les Îles,620.798278,19206.472407
1597248.40328441,5572846.42966555,1654,39514,46.000000,712.000000,712,Kingston and the Islands,Kingston et les Îles,241.932611,3592.775580
1592069.49324225,5570472.78906318,1655,39515,46.000000,25.000000,025,Kingston and the Islands,Kingston et les Îles,21255.045465,17474247.001300
1595787.71353373,5571281.55417616,1656,39516,46.000000,419.000000,419,Kingston and the Islands,Kingston et les Îles,537.466723,10633.521291
1587733.78094912,5575886.11317237,1657,39517,46.000000,1.000000,001,Kingston and the Islands,Kingston et les Îles,20982.205316,16473970.540600
1595694.43005400,5571304.36995899,1658,39518,46.000000,418.000000,418,Kingston and the Islands,Kingston et les Îles,496.309183,11777.001059
1601639.58419485,5575300.17365182,1659,39519,46.000000,408.000000,408,Kingston and the Islands,Kingston et les Îles,989.013041,37014.246302
1598854.44209660,5576587.21874502,1660,39520,46.000000,6.000000,006,Kingston and the Islands,Kingston et les Îles,6417.429254,1488111.921230
1599903.27615886,5572464.80292741,1661,39521,46.000000,423.000000,423,Kingston and the Islands,Kingston et les Îles,482.778532,13307.816043
1597688.41365442,5574154.66163285,1662,39522,46.000000,416.000000,416,Kingston and the Islands,Kingston et les Îles,890.135517,38640.817880
1596585.37721853,5573781.89011760,1663,39523,46.000000,24.000000,024,Kingston and the Islands,Kingston et les Îles,717.178431,29566.417748
1604969.08949553,5577693.19228370,1664,39524,46.000000,8.000000,008,Kingston and the Islands,Kingston et les Îles,29256.783105,25819867.934700
1592516.70237943,5576942.46631586,1665,39525,46.000000,3.000000,003,Kingston and the Islands,Kingston et les Îles,12960.884110,6396364.678360
1588767.85322358,5573024.89706161,1666,39526,46.000000,13.000000,013,Kingston and the Islands,Kingston et les Îles,14512.669463,5980532.317260
1612451.86354695,5577174.21688017,1667,39527,46.000000,11.000000,011,Kingston and the Islands,Kingston et les Îles,21975.823395,23677887.320100
1609495.97093249,5566901.05985692,1668,39528,46.000000,38.000000,038,Kingston and the Islands,Kingston et les Îles,100319.904858,224290300.252000
1596536.82215116,5574488.75304167,1669,39529,46.000000,21.000000,021,Kingston and the Islands,Kingston et les Îles,2127.730698,152146.319814
1596463.79720618,5573753.70524437,1670,39530,46.000000,23.000000,023,Kingston and the Islands,Kingston et les Îles,444.097455,10154.761650
1611241.14208550,5581726.68488781,1671,39531,46.000000,10.000000,010,Kingston and the Islands,Kingston et les Îles,42962.981948,59885736.437600
1595533.69195343,5573776.43045556,1672,39532,46.000000,18.000000,018,Kingston and the Islands,Kingston et les Îles,3904.354225,453747.109902
1596142.12221241,5573857.29171516,1673,39533,46.000000,19.000000,019,Kingston and the Islands,Kingston et les Îles,2999.510855,297195.717070
1600058.99041231,5572724.63325203,1674,39534,46.000000,421.000000,421,Kingston and the Islands,Kingston et les Îles,560.521637,8910.360421
1591959.79347370,5575286.26879309,1675,39535,46.000000,400.000000,400,Kingston and the Islands,Kingston et les Îles,358.777919,6714.679001
1593453.16328670,5576593.73827146,1676,39536,46.000000,700.000000,700,Kingston and the Islands,Kingston et les Îles,491.895076,13145.042900
1288778.72375667,5460475.51773518,1677,39537,49.000000,409.000000,409,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,520.122827,16054.588851
1289514.42837846,5457279.91671574,1678,39538,49.000000,411.000000,411,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,493.073263,14822.583163
1286737.04216227,5459380.65395422,1679,39539,49.000000,401.000000,401,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,201.885048,2137.057811
1288693.67380326,5460364.66139807,1680,39540,49.000000,408.000000,408,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,437.318391,11648.024549
1299739.84731516,5461020.32989476,1681,39541,49.000000,414.000000,414,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,297.645796,4163.464929
1289591.45217713,5457174.87238744,1682,39542,49.000000,412.000000,412,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,548.587024,18292.210271
1286880.93194004,5459329.48092699,1683,39543,49.000000,403.000000,403,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,200.657618,2073.959905
1299504.34729971,5459846.19266203,1684,39544,49.000000,413.000000,413,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,824.207473,27251.328026
1295025.57115015,5463625.30041177,1685,39545,49.000000,702.000000,702,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,1802.956058,184006.542717
1284620.88142644,5458061.36131816,1686,39546,49.000000,2.000000,002,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,5888.088090,1147411.853300
1288892.95480269,5456506.70762691,1687,39547,49.000000,410.000000,410,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,412.891521,10100.296088
1290413.09050353,5455111.57650598,1688,39548,49.000000,16.000000,016,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,8516.031968,3541290.580020
1300708.41557260,5461294.62132764,1689,39549,49.000000,28.000000,028,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,5772.603738,1119034.764010
1286222.62533926,5458833.47934953,1690,39550,49.000000,7.000000,007,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,4578.348735,719331.787322
1299077.49624645,5460616.43402472,1691,39551,49.000000,703.000000,703,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,921.220928,27235.422741
1285665.58036167,5458402.73180077,1692,39552,49.000000,5.000000,005,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,4875.274759,997609.545673
1291539.57748392,5458296.63360002,1693,39553,49.000000,20.000000,020,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,14033.418358,7280986.856260
1287004.04334448,5454363.88933458,1694,39554,49.000000,9.000000,009,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,15756.080410,10276941.784400
1286942.78552165,5459294.33692151,1695,39555,49.000000,404.000000,404,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,207.181560,2086.275796
1286154.91471806,5456979.14284853,1696,39556,49.000000,6.000000,006,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,12322.820522,6233708.903600
1291056.62392801,5456877.69019270,1697,39557,49.000000,18.000000,018,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,12423.975856,3623740.269540
1288389.22744174,5456815.07435652,1698,39558,49.000000,13.000000,013,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,6465.313653,1415012.113500
1284772.89269955,5459690.71643602,1699,39559,49.000000,4.000000,004,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,6270.938747,1882530.098270
1298399.72865783,5462344.92565979,1700,39560,49.000000,23.000000,023,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,4617.755768,988931.418641
1288324.79479554,5459863.51628845,1701,39561,49.000000,407.000000,407,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,467.059807,9222.848490
1288221.25661931,5459858.28198882,1702,39562,49.000000,406.000000,406,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,497.610787,11341.289240
1286938.24824887,5459849.87236478,1703,39563,49.000000,405.000000,405,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,509.895623,15152.709868
1300344.86327002,5460411.71621878,1704,39564,49.000000,27.000000,027,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,6664.110578,1317034.927140
1291064.77283596,5462254.52089975,1705,39565,49.000000,19.000000,019,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,3946.283365,857176.480789
1286808.55474499,5459362.75988698,1706,39566,49.000000,402.000000,402,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,200.329631,1998.435227
1290700.50290502,5460971.45551546,1707,39567,49.000000,17.000000,017,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,6873.288246,2456344.328230
1299495.74091453,5460827.05412819,1708,39568,49.000000,25.000000,025,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,4083.865850,564375.745346
1288512.31577255,5460753.48062138,1709,39569,49.000000,701.000000,701,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,1015.891217,60170.598348
1300053.72641057,5462257.30132122,1710,39570,49.000000,26.000000,026,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,9089.560957,1791349.194510
1298375.64284859,5460128.16371813,1711,39571,49.000000,22.000000,022,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,12566.919319,3632892.582790
1288944.21609856,5459053.69877298,1712,39572,49.000000,14.000000,014,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,16022.288291,8324766.297510
1288217.35357325,5455632.79154943,1713,39573,49.000000,12.000000,012,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,8858.197543,2226387.500860
1287841.75766300,5460750.32181027,1714,39574,49.000000,11.000000,011,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,6064.465129,1080543.940950
1287688.27446970,5460089.95218078,1715,39575,49.000000,10.000000,010,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,4862.010109,1019312.281970
1299339.03338154,5462655.87020102,1716,39576,49.000000,24.000000,024,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,7898.344876,1949306.175360
1283467.97921468,5458898.90428333,1717,39577,49.000000,1.000000,001,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,5389.459562,1093091.741310
1295524.35328618,5461909.36032146,1718,39578,49.000000,21.000000,021,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,32085.924874,35248777.980000
1284760.30915804,5458995.21631180,1719,39579,49.000000,3.000000,003,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,5854.088464,1131245.711630
1286520.17296713,5459812.27967435,1720,39580,49.000000,8.000000,008,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,9660.928533,2549881.471030
1289388.27550044,5456183.34074715,1721,39581,49.000000,15.000000,015,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,7822.119162,1651513.527490
1286463.64044102,5458916.81066300,1722,39582,49.000000,400.000000,400,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,653.520522,19743.216171
1284048.41249890,5458322.88404573,1723,39583,49.000000,700.000000,700,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,791.962170,34196.365610
1638797.69929534,5622133.03381421,1724,39584,52.000000,703.000000,703,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,489.438970,9233.806769
1657892.06544781,5620026.67276678,1725,39585,52.000000,707.000000,707,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,578.755829,13461.177088
1670238.83589556,5635055.61032773,1726,39586,52.000000,712.000000,712,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,556.737199,11894.279407
1643225.44297877,5653269.13851309,1727,39587,52.000000,711.000000,711,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,533.541089,17286.846226
1659073.11499959,5619435.42918204,1728,39588,52.000000,709.000000,709,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,207.864897,2269.028498
1623921.10754401,5639587.83646877,1729,39589,52.000000,702.000000,702,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,491.657798,14291.912255
1626957.07696171,5588021.78865232,1730,39590,52.000000,701.000000,701,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,2900.188804,385425.180970
1660410.24366215,5621224.46894638,1731,39591,52.000000,704.000000,704,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,733.926747,32550.560950
1660279.10459708,5620763.08436089,1732,39592,52.000000,706.000000,706,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,583.461848,17833.260199
1639593.59372246,5645556.76171360,1733,39593,52.000000,710.000000,710,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,1194.220891,88178.736628
1656099.80714432,5667017.40006877,1734,39594,52.000000,714.000000,714,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,622.580548,17133.305750
1657080.80533077,5622249.70577851,1735,39595,52.000000,708.000000,708,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,495.851650,14023.017963
1623861.85326439,5588510.31247043,1736,39596,52.000000,20.000000,020,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,67544.638926,107097941.556000
1639067.06812403,5597132.03686556,1737,39597,52.000000,19.000000,019,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,27359.680184,33424812.580900
1645150.34277299,5623972.90830281,1738,39598,52.000000,33.000000,033,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,25377.592161,35031555.454100
1676915.43038533,5644778.53936065,1739,39599,52.000000,70.000000,070,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,34100.913605,61569266.353800
1639065.19756181,5593741.86232345,1740,39600,52.000000,21.000000,021,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,58989.708868,95043894.780600
1624316.05861877,5586158.01242522,1741,39601,52.000000,24.000000,024,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,5081.409261,849482.420492
1653062.44569157,5627984.14473599,1742,39602,52.000000,35.000000,035,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,36127.427974,40400195.994300
1646356.04830632,5644668.54511137,1743,39603,52.000000,47.000000,047,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,55302.860452,123995975.637000
1652831.77484151,5639932.88303602,1744,39604,52.000000,49.000000,049,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,31836.412587,40742805.047400
1616155.86193650,5610786.48190027,1745,39605,52.000000,8.000000,008,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,47213.449032,98060328.820800
1660484.15801259,5621032.83064103,1746,39606,52.000000,705.000000,705,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,525.533660,15426.785243
1663394.53665901,5627745.06508631,1747,39607,52.000000,53.000000,053,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,42424.138025,54818228.012800
1638263.64168052,5605214.28474337,1748,39608,52.000000,18.000000,018,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,38842.959757,67916864.287700
1650515.19984341,5618368.42473555,1749,39609,52.000000,36.000000,036,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,47792.023678,47550916.477100
1649280.36480424,5659819.23683183,1750,39610,52.000000,61.000000,061,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,36276.642737,63587929.279900
1625434.85005364,5627795.08264329,1751,39611,52.000000,11.000000,011,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,55388.281178,114998585.655000
1601516.58312005,5623042.11048946,1752,39612,52.000000,1.000000,001,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,6859.545790,2359569.246780
1659439.15731768,5670371.77988592,1753,39613,52.000000,64.000000,064,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,28921.474783,22500400.176700
1653089.79448002,5614115.95800521,1754,39614,52.000000,37.000000,037,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,36858.650581,35899633.599900
1603265.69734736,5620031.57953314,1755,39615,52.000000,3.000000,003,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,29534.978651,42023912.957500
1640918.02527959,5620490.64574074,1756,39616,52.000000,26.000000,026,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,30299.790657,40092599.876600
1657884.82796419,5617971.97763960,1757,39617,52.000000,42.000000,042,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,9026.262423,3547737.914550
1657808.36636672,5630765.59420558,1758,39618,52.000000,51.000000,051,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,20380.626699,16480179.627800
1637555.69530564,5646736.69922302,1759,39619,52.000000,46.000000,046,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,39590.039883,39405318.280700
1670821.28944389,5633894.12974718,1760,39620,52.000000,60.000000,060,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,7291.316769,2866828.230700
1636327.99571190,5619490.69751458,1761,39621,52.000000,25.000000,025,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,59656.215326,101324724.419000
1656622.11650947,5622197.81577640,1762,39622,52.000000,39.000000,039,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,8575.778437,1802122.114120
1670662.93428959,5640616.24405479,1763,39623,52.000000,69.000000,069,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,45707.395581,66783916.479400
1628250.56562429,5609909.14784246,1764,39624,52.000000,16.000000,016,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,70527.017432,195448294.465000
1630995.95779821,5597426.64247589,1765,39625,52.000000,17.000000,017,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,47653.813617,105043784.199000
1668081.18419618,5651801.53845095,1766,39626,52.000000,68.000000,068,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,67222.963225,194456574.204000
1635842.42362317,5640715.75967579,1767,39627,52.000000,29.000000,029,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,27175.108397,39191082.707300
1657939.54359682,5620118.13524806,1768,39628,52.000000,40.000000,040,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,11250.213077,3977373.324250
1658189.80109460,5655021.39604635,1769,39629,52.000000,67.000000,067,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,34972.639874,31673644.598300
1629607.41147113,5637899.29145060,1770,39630,52.000000,28.000000,028,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,47072.430299,89563660.327600
1658406.76302320,5619263.12879036,1771,39631,52.000000,45.000000,045,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,4281.505903,497599.141199
1660441.64573409,5621333.53322680,1772,39632,52.000000,43.000000,043,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,20275.900603,10210746.943400
1622920.69219492,5644320.65148714,1773,39633,52.000000,13.000000,013,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,20943.480765,19036246.072000
1669975.75001714,5634878.94156589,1774,39634,52.000000,58.000000,058,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,6747.891193,1405422.798350
1663005.33472997,5663154.72833578,1775,39635,52.000000,65.000000,065,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,49667.336557,104715668.796000
1612565.29011212,5614232.06405041,1776,39636,52.000000,6.000000,006,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,33591.303501,41417284.572800
1599969.73231798,5627421.50226561,1777,39637,52.000000,2.000000,002,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,54472.911118,148009551.100000
1663786.15742650,5633949.96610516,1778,39638,52.000000,54.000000,054,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,21037.411429,14615041.161300
1643044.19835065,5631013.85999775,1779,39639,52.000000,32.000000,032,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,33995.152034,60832214.832500
1636908.14465006,5631519.89031016,1780,39640,52.000000,31.000000,031,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,43117.171564,56019309.555200
1664193.33703068,5639358.11313018,1781,39641,52.000000,56.000000,056,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,21103.356841,17408411.135200
1670647.51579195,5635689.51381194,1782,39642,52.000000,59.000000,059,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,4049.322933,727245.995195
1654258.84018120,5623452.76322557,1783,39643,52.000000,38.000000,038,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,45255.617202,56619752.017100
1627530.84187798,5645131.83860095,1784,39644,52.000000,14.000000,014,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,46821.628180,57207526.091200
1667695.54015344,5634655.23774759,1785,39645,52.000000,57.000000,057,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,31316.141665,35394191.130700
